P_20231206_154017_BURST_001 - Copy (2).jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001 - Copy (3).jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001 - Copy (4).jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001 - Copy (5).jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001 - Copy (6).jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001 - Copy.jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_001.jpg,plank,2799.5078,2445.8337,-229.57968,2828.6965,2385.1733,-184.53326,2824.6182,2378.291,-184.49269,2820.3538,2370.326,-184.49931,2827.8916,2386.7888,-340.3842,2824.158,2382.1587,-340.55753,2820.2603,2376.8743,-340.59564,2755.7275,2323.3464,126.530914,2757.394,2338.661,-576.0892,2734.3818,2467.5688,-92.34443,2734.2634,2465.3997,-298.0045,2377.3887,2341.0334,637.3383,2431.8113,2452.567,-778.54626,2141.2354,2724.2412,807.49414,2185.2314,2869.725,-586.23395,2465.028,2737.7468,787.9968,2530.664,2833.2017,92.474045,2588.2253,2740.009,838.68475,2654.729,2840.4646,39.12578,2585.5532,2704.234,849.3261,2629.3044,2762.4385,45.524967,2540.2563,2694.0854,791.1667,2586.4531,2743.5913,109.7352,1522.9181,2363.9048,430.8163,1527.4531,2448.968,-430.04083,900.776,2525.548,467.5434,866.0008,2604.9658,-259.79233,288.00037,2553.3508,569.731,216.9125,2608.4263,-169.35162,158.48639,2508.249,568.4016,88.229004,2559.441,-181.39009,303.91324,2778.8152,361.70633,219.60901,2853.9744,-476.766
P_20231206_154017_BURST_002 - Copy (2).jpg,plank,2795.8184,2441.6355,-253.08176,2826.6145,2379.331,-206.39911,2823.5715,2373.1572,-206.4299,2820.3728,2366.212,-206.48013,2825.066,2378.809,-363.37817,2821.6746,2373.2976,-363.52448,2817.9717,2367.5588,-363.5232,2755.664,2317.7615,112.6541,2750.8462,2328.1272,-595.2424,2731.19,2465.657,-112.224266,2729.352,2460.4756,-319.7542,2387.513,2341.3533,622.1675,2428.3809,2432.1536,-794.04254,2174.8237,2726.5952,854.99133,2203.2954,2860.0984,-622.8192,2498.3005,2733.7205,923.78174,2559.3523,2829.2722,-11.360019,2618.401,2741.1235,987.7023,2675.0906,2837.8848,-82.78903,2610.9287,2702.521,985.1157,2650.8555,2757.2046,-73.13396,2570.1475,2691.5342,924.2053,2609.2861,2737.9963,3.341786,1534.2125,2364.56,428.9243,1538.7169,2430.6812,-427.85477,913.11017,2528.753,486.99893,891.6881,2578.9646,-234.78314,296.9274,2579.3945,623.57745,220.53067,2596.734,-100.20448,179.35638,2529.2693,626.655,90.77966,2544.7742,-106.45195,298.01276,2810.1685,415.37378,196.42181,2836.7046,-390.8089
P_20231206_154017_BURST_002 - Copy (3).jpg,plank,2795.8184,2441.6355,-253.08176,2826.6145,2379.331,-206.39911,2823.5715,2373.1572,-206.4299,2820.3728,2366.212,-206.48013,2825.066,2378.809,-363.37817,2821.6746,2373.2976,-363.52448,2817.9717,2367.5588,-363.5232,2755.664,2317.7615,112.6541,2750.8462,2328.1272,-595.2424,2731.19,2465.657,-112.224266,2729.352,2460.4756,-319.7542,2387.513,2341.3533,622.1675,2428.3809,2432.1536,-794.04254,2174.8237,2726.5952,854.99133,2203.2954,2860.0984,-622.8192,2498.3005,2733.7205,923.78174,2559.3523,2829.2722,-11.360019,2618.401,2741.1235,987.7023,2675.0906,2837.8848,-82.78903,2610.9287,2702.521,985.1157,2650.8555,2757.2046,-73.13396,2570.1475,2691.5342,924.2053,2609.2861,2737.9963,3.341786,1534.2125,2364.56,428.9243,1538.7169,2430.6812,-427.85477,913.11017,2528.753,486.99893,891.6881,2578.9646,-234.78314,296.9274,2579.3945,623.57745,220.53067,2596.734,-100.20448,179.35638,2529.2693,626.655,90.77966,2544.7742,-106.45195,298.01276,2810.1685,415.37378,196.42181,2836.7046,-390.8089
P_20231206_154017_BURST_002 - Copy (4).jpg,plank,2795.8184,2441.6355,-253.08176,2826.6145,2379.331,-206.39911,2823.5715,2373.1572,-206.4299,2820.3728,2366.212,-206.48013,2825.066,2378.809,-363.37817,2821.6746,2373.2976,-363.52448,2817.9717,2367.5588,-363.5232,2755.664,2317.7615,112.6541,2750.8462,2328.1272,-595.2424,2731.19,2465.657,-112.224266,2729.352,2460.4756,-319.7542,2387.513,2341.3533,622.1675,2428.3809,2432.1536,-794.04254,2174.8237,2726.5952,854.99133,2203.2954,2860.0984,-622.8192,2498.3005,2733.7205,923.78174,2559.3523,2829.2722,-11.360019,2618.401,2741.1235,987.7023,2675.0906,2837.8848,-82.78903,2610.9287,2702.521,985.1157,2650.8555,2757.2046,-73.13396,2570.1475,2691.5342,924.2053,2609.2861,2737.9963,3.341786,1534.2125,2364.56,428.9243,1538.7169,2430.6812,-427.85477,913.11017,2528.753,486.99893,891.6881,2578.9646,-234.78314,296.9274,2579.3945,623.57745,220.53067,2596.734,-100.20448,179.35638,2529.2693,626.655,90.77966,2544.7742,-106.45195,298.01276,2810.1685,415.37378,196.42181,2836.7046,-390.8089
